"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","#ЗдравоТаравари
Дали третирате домашни миленици...?
На комшијата козата му се пораѓа, па...",FALSE,0,NA,2017-06-22 11:02:22,FALSE,NA,"877844202914062336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","syfer11",0,FALSE,FALSE,NA,NA
"2","@evilblonddemon #ЗдравоТаравари дали може дебели да идеме на одмор во Струга?",FALSE,1,"evilblonddemon",2017-06-22 10:59:03,FALSE,"877822555263967232","877843368004505600","1527403968","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dRskata1",0,FALSE,FALSE,NA,NA
"3","@darkhour_seeker #ЗдравоТаравари одма разрешување за оваа",FALSE,7,"darkhour_seeker",2017-06-22 09:56:45,FALSE,"877827485450334208","877827689997975554","3310891366","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wolf_forest_228",0,FALSE,FALSE,NA,NA
"4","#ЗдравоТаравари поради твојата неажурност го прескокнав појадокот. Дали да ручам седмица сега?",FALSE,4,NA,2017-06-22 09:35:00,FALSE,NA,"877822216330543105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dRskata1",3,FALSE,FALSE,NA,NA
"5","#ЗдравоТаравари дали да јадам бурек со месо или баничка со сирење за појадок?",FALSE,9,NA,2017-06-22 08:37:31,FALSE,NA,"877807750004310017",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dRskata1",5,FALSE,FALSE,NA,NA
"6","#ЗдравоТаравари, дојдовме од Водовод да ви ја исклучиме водата",FALSE,2,NA,2017-06-22 08:32:24,FALSE,NA,"877806465486127104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rebrendiran",0,FALSE,FALSE,NA,NA
"7","#ЗдравоТаравари Јас мирно спиев, а ти дали мирно спиеше? #ПрашањаШтоМеМачат",FALSE,6,NA,2017-06-22 07:46:55,FALSE,NA,"877795018072838144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","malinche_malina",3,FALSE,FALSE,NA,NA
"8","Чаре за шилци во пета #ЗдравоТаравари",FALSE,2,NA,2017-06-22 06:05:47,FALSE,NA,"877769565991829505",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SiaWonderland",0,FALSE,FALSE,NA,NA
"9","#ДоброУтро #ЗдравоТаравари,  всички добре?",FALSE,1,NA,2017-06-22 05:41:52,FALSE,NA,"877763547090046976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","macedonia_life",0,FALSE,FALSE,NA,NA
"10","#ЗдравоТаравари го гледам оној #БлгарофилотЗаеВ и цревата ми се превртуваат и стомак ме врти.",FALSE,0,NA,2017-06-22 05:35:03,FALSE,NA,"877761830617137152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neznajko1",0,FALSE,FALSE,NA,NA
"11","#ЗдравоТаравари #ЗЗ природно е толку глуп или има многу вежбано?!",FALSE,0,NA,2017-06-22 05:00:55,FALSE,NA,"877753241462865928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SvabaSvabic",0,FALSE,FALSE,NA,NA
"12","Топ теми: #ДоброУтро #ОнаКога #ЗдравоТаравари #Ж #ДенотНаЕзерото #ТретаСмена",FALSE,0,NA,2017-06-22 00:00:03,FALSE,NA,"877677527183101952",NA,"<a href=""http://delicon.mk/trending/"" rel=""nofollow"">TrendingMK</a>","trendingmk",0,FALSE,FALSE,NA,NA
"13","#ЗдравоТаравари Зоран Заев газот под ќирија дава ли си го?",FALSE,1,NA,2017-06-21 23:34:27,FALSE,NA,"877671083389980672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vodacot",0,FALSE,FALSE,NA,NA
"14","#ЗдравоТаравари време е за јадење!",FALSE,3,NA,2017-06-21 23:18:51,FALSE,NA,"877667156707749888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","evilblonddemon",1,FALSE,FALSE,NA,NA
"15","#здравотаравари на комшиката прв пат и крвари, тоа значи јас сум и први?",FALSE,0,NA,2017-06-21 22:31:16,FALSE,NA,"877655184452833280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PinchL0VER",0,FALSE,FALSE,NA,NA
"16","#ЗдравоТаравари

NEMA JEBENI GRATISI",FALSE,3,NA,2017-06-21 21:59:08,FALSE,NA,"877647098967183360",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ljube_A",0,FALSE,FALSE,NA,NA
"17","#ЗдравоТаравари https://t.co/6E6yk6KGdY",FALSE,24,NA,2017-06-21 21:02:43,FALSE,NA,"877632898706194434",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ljube_A",4,FALSE,FALSE,NA,NA
"18","Шо народ сте бе кога и #ЗдравоТаравари го изжилавивте?",FALSE,2,NA,2017-06-21 20:55:05,FALSE,NA,"877630979493556224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","legalXperiment",0,FALSE,FALSE,NA,NA
"19","@CATrin989 Извади ја лажичката. 

#ЗдравоТаравари, ќе добијам ли ја некој денар пошто тукушто ви спасив пациент од болка во око?",FALSE,2,"CATrin989",2017-06-21 20:50:17,FALSE,"877629117209821184","877629772418908161","810892646180917248","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thedjmkd",0,FALSE,FALSE,NA,NA
"20","- #ЗдравоТаравари, ме боли окото кога пијам чај.",FALSE,2,NA,2017-06-21 20:47:41,FALSE,NA,"877629117209821184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CATrin989",0,FALSE,FALSE,NA,NA
"21","Топ теми: #ДоброУтро #ОнаКога #ЗдравоТаравари #Ж #macedonia #ЗЗ #ДенотНаЕзерото",FALSE,0,NA,2017-06-21 20:00:03,FALSE,NA,"877617129444581377",NA,"<a href=""http://delicon.mk/trending/"" rel=""nofollow"">TrendingMK</a>","trendingmk",0,FALSE,FALSE,NA,NA
"22","#ЗдравоТаравари има ли живот после смртта шо вика медицината?",FALSE,0,NA,2017-06-21 18:01:56,FALSE,NA,"877587404202397697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vodacot",0,FALSE,FALSE,NA,NA
"23","#ЗдравоТаравари Како мала паднав на глава и сега кога мижам не можам да гледам , терапија нешто????",FALSE,22,NA,2017-06-21 17:02:20,FALSE,NA,"877572403987189761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KazamDa",9,FALSE,FALSE,NA,NA
"24","#ЗдравоТаравари како ти помина денеска денот, избрка ли уште некој од работа?",FALSE,7,NA,2017-06-21 16:57:13,FALSE,NA,"877571116482560000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","evilblonddemon",3,FALSE,FALSE,NA,NA
"25","#здравотаравари што му е на Боки?",FALSE,1,NA,2017-06-21 16:38:35,FALSE,NA,"877566426961203200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pratenikot",0,FALSE,FALSE,NA,NA
"26","@trajceeeeeett @RobAlag #ЗдравоТаравари,многу иам апетит,чаре?
#ЗдравоАлаѓозовски,еве ова е дитетата за 90 дена… https://t.co/UbEQHyDxNt",FALSE,2,"trajceeeeeett",2017-06-21 16:07:23,TRUE,"877556957854527488","877558576289656834","826900160303267842","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","modar_domat",0,FALSE,FALSE,NA,NA
"27","А вие се јавивте ли на #PërshëndetjeTaravari #ПоздравТаравари?",FALSE,0,NA,2017-06-21 15:47:01,FALSE,NA,"877553450086789120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dijanatimeri",0,FALSE,FALSE,NA,NA
"28","#ЗдравоТаравари, #боки13 е машко или женско? Ти го лечиш?",FALSE,1,NA,2017-06-21 15:36:05,FALSE,NA,"877550699009257472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","macedonia_life",0,FALSE,FALSE,NA,NA
"29","#ЗдравоТаравари
Да видиме од кога должи клинички центар вода.
„Водовод“ почна да ги тужи фирмите кои не плаќале вода https://t.co/y9Q92rV6nq",FALSE,2,NA,2017-06-21 15:33:21,FALSE,NA,"877550010086428672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RealPodochnjak",2,FALSE,FALSE,NA,NA
"30",".@ZdravstvoMK #ЗдравоТаравари
Нино Васев директор на Онкологија и радиотерапија? Сте се запрашале зошто сите пациенти бегаат од него?",FALSE,0,NA,2017-06-21 14:29:12,FALSE,NA,"877533868617846784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheNoerOfThings",0,FALSE,FALSE,NA,NA
"31","Додека вие сте зафатени со #ЗдравоТаравари , #ЗЗ отиде на лицитација во Грција..",FALSE,0,NA,2017-06-21 14:14:07,FALSE,NA,"877530072433008640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","macedonia_life",0,FALSE,FALSE,NA,NA
"32","Топ теми: #ДоброУтро #ОнаКога #Ж #ЗдравоТаравари #macedonia #црпко #ДенотНаЕзерото",FALSE,1,NA,2017-06-21 14:00:05,FALSE,NA,"877526541588201474",NA,"<a href=""http://delicon.mk/trending/"" rel=""nofollow"">TrendingMK</a>","trendingmk",0,FALSE,FALSE,NA,NA
"33","@JasTiTaaNie #ЗдравоТаравари - римајндер. Помогнете му на магарево! Пуштете му еден црнец.",FALSE,0,"JasTiTaaNie",2017-06-21 13:17:41,FALSE,"877514383357857793","877515871316561920","809022746936147969","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gorgietod",0,FALSE,FALSE,NA,NA
"34","@JasTiTaaNie #ЗдравоТаравари - под итно, бесплатно лекување на психијатрија за нервозни ЖМРО-њи! ПостГруевистички с… https://t.co/vReXlByhy7",FALSE,0,"JasTiTaaNie",2017-06-21 13:01:22,TRUE,"877509974636847105","877511763725570049","809022746936147969","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gorgietod",0,FALSE,FALSE,NA,NA
"35","#ЗдравоТаравари
Ти се допаѓа ли сликата? https://t.co/HR3j96pk4H",FALSE,1,NA,2017-06-21 12:41:07,FALSE,NA,"877506666291503104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","syfer11",0,FALSE,FALSE,NA,NA
"36","#ЗдравоТаравари https://t.co/lkZLWujkYQ",FALSE,33,NA,2017-06-21 12:39:07,FALSE,NA,"877506163197313024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","evilblonddemon",21,FALSE,FALSE,NA,NA
"37","#ЗдравоТаравари слдолед може ли да јадам да не ме фати грлото?",FALSE,0,NA,2017-06-21 12:10:18,FALSE,NA,"877498912365477888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vodacot",0,FALSE,FALSE,NA,NA
"38","@Effo12 @thajoker_MK Сперматол дупла доза во комбинација со Угандин #ЗдравоТаравари",FALSE,0,"Effo12",2017-06-21 12:07:28,FALSE,"877490132894580736","877498198620856320","51706290","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","dobre_m",0,FALSE,FALSE,NA,NA
"39","@TiliaIv Види со министеротв на твитер што има против умирачка.
#ЗдравоТаравари",FALSE,2,"TiliaIv",2017-06-21 12:07:24,FALSE,"877486857533222913","877498181365444608","776619241","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Carbonoxid",0,FALSE,FALSE,NA,NA
"40","#ЗдравоТаравари Имам еден комшија од СДС е, а мене ми вика бугарофилски шиптар! Чаре?",FALSE,8,NA,2017-06-21 12:04:05,FALSE,NA,"877497349614051328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","the_emrys",6,FALSE,FALSE,NA,NA
"41","#ЗдравоТаравари дали денеска го прекрши постот и зошто да? #ПрашањаШтоМеМачат",FALSE,9,NA,2017-06-21 12:01:29,FALSE,NA,"877496694216306688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","malinche_malina",6,FALSE,FALSE,NA,NA
"42","#ЗдравоТаравари 
Имам прашање за министерот...Po ti keni nje bijë?",FALSE,4,NA,2017-06-21 11:51:50,FALSE,NA,"877494265374543872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","the_emrys",3,FALSE,FALSE,NA,NA
"43","#ЗдравоТаравари, дијагноза за Игор и умоболни комуњари ко него? https://t.co/nvRBCwq1MG",FALSE,0,NA,2017-06-21 11:33:11,FALSE,NA,"877489571315027968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Neto_DDV",0,FALSE,FALSE,NA,NA
"44","Прелистајте на #ЗдравоТаравари и ќе ви стане јасно зошто ни се ускратени многу благодети во кои уживаат цивилизираните нации ширум светот.",FALSE,10,NA,2017-06-21 11:27:56,FALSE,NA,"877488248657989632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dolnacrta",4,FALSE,FALSE,NA,NA
"45","#ЗдравоТаравари главата нешто ме боли што да се напијам аналгин или аспирин?",FALSE,19,NA,2017-06-21 11:14:56,FALSE,NA,"877484979915296768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","evilblonddemon",5,FALSE,FALSE,NA,NA
"46","И да уште од сега се знае дека твитернаградата хаштаг  на годината ќе оди за #ЗдравоТаравари",FALSE,2,NA,2017-06-21 10:41:14,FALSE,NA,"877476495945605120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","srce_swatko",0,FALSE,FALSE,NA,NA
"47","#ЗдравоТаравари
Ако ви е потребен хируршки зафат на очите во клиничката болница во Штип термин ќе добиете во 2018",FALSE,0,NA,2017-06-21 10:39:09,FALSE,NA,"877475975419887616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","srce_swatko",0,FALSE,FALSE,NA,NA
"48","#ЗдравоТаравари како се лекува болки во колена за другарче шо е во Бугарија прашувам?",FALSE,17,NA,2017-06-21 10:38:52,FALSE,NA,"877475901503664128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thajoker_MK",11,FALSE,FALSE,NA,NA
"49","#ЗдравоТаравари
Дали може изместен зглоб со стапче за сладолед да се исправи?",FALSE,8,NA,2017-06-21 10:27:14,FALSE,NA,"877472976463179776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","syfer11",4,FALSE,FALSE,NA,NA
"50","#ЗдравоТаравари дали имате информации со кој командант заедно ќе се чествуваат масакрите кај Вејце и Карпалак. #ЗаЗаевПрашувам",FALSE,15,NA,2017-06-21 10:14:16,FALSE,NA,"877469709649752064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dRskata1",4,FALSE,FALSE,NA,NA
"51","МИЛАН РИСТЕСКИ Е ЕДИНСТВЕН РАЗРЕШЕН ДИРЕКТОР НА СКОПСКИТЕ КЛИНИКИ
До кога ќе ги чувате вмровските директори?
#ЗдравоТаравари",FALSE,5,NA,2017-06-21 10:13:18,FALSE,NA,"877469470146605056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ddimkooooo",1,FALSE,FALSE,NA,NA
"52","Топ теми: #ДоброУтро #ОнаКога #ЗдравоТаравари #Ж",FALSE,0,NA,2017-06-21 10:00:04,FALSE,NA,"877466138812313600",NA,"<a href=""http://delicon.mk/trending/"" rel=""nofollow"">TrendingMK</a>","trendingmk",0,FALSE,FALSE,NA,NA
"53","#ЗдравоГенијалци #ЗдравоТаравари",FALSE,2,NA,2017-06-21 09:19:56,FALSE,NA,"877456039695839232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prkosot",0,FALSE,FALSE,NA,NA
"54","И seen е порака. #ЗдравоТаравари",FALSE,2,NA,2017-06-21 09:15:04,FALSE,NA,"877454813583331328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tviterski",0,FALSE,FALSE,NA,NA
"55","@juvesnake #ЗдравоТаравари",FALSE,2,"juvesnake",2017-06-21 09:07:16,FALSE,"877452566149431296","877452849860546560","231509291","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kroffni4ka",0,FALSE,FALSE,NA,NA
"56","#ЗдравоТаравари, дали скришно некаде кркаш телешка удина за време на пости?! Оти вака активен, без јадење и пиење, тешко се издржува!",FALSE,4,NA,2017-06-21 08:37:10,FALSE,NA,"877445274570035201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","trajceeeeeett",1,FALSE,FALSE,NA,NA
"57","#ЗдравоТаравари дали чувствуваш одговорност после смртта на детето во амбулантно возило во Гостивар? #МинистерСмрт",FALSE,20,NA,2017-06-21 08:04:43,FALSE,NA,"877437108931219456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dRskata1",11,FALSE,FALSE,NA,NA
"58","#ЗдравоТаравари, почна покоЉ а? https://t.co/zbilcO1ZPA",FALSE,7,NA,2017-06-21 07:27:20,FALSE,NA,"877427701686075392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CIAupdate",4,FALSE,FALSE,NA,NA
"59","Влегуваш сабајле во продавница и на продавачката и викаш #ДоброУтро а таа ти враќа #ЗдравоТаравари. https://t.co/434MhoQiPz",FALSE,1,NA,2017-06-21 07:22:45,FALSE,NA,"877426548722237440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_realSwat_",0,FALSE,FALSE,NA,NA
"60","#ДоброУтро #ЗдравоТаравари дали татарски или шиптарски треба да учиме, за цела држава прашувам? @Zoran_Zaev @SDSMakedonija",FALSE,13,NA,2017-06-21 07:12:11,FALSE,NA,"877423888552136704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thajoker_MK",2,FALSE,FALSE,NA,NA
"61","#ЗдравоТаравари шупраиш",FALSE,0,NA,2017-06-21 07:01:37,FALSE,NA,"877421229082279937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UnDoneOff",0,FALSE,FALSE,NA,NA
"62","#ЗдравоТаравари н. димитров после посетата на коѕијас: докторе гзот ме боли, шо е работава? 
Таравари: мењај положај биди муж.",FALSE,0,NA,2017-06-21 06:47:26,FALSE,NA,"877417660857724928",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kolumbo_dick",0,FALSE,FALSE,NA,NA
"63","#ЗдравоТаравари заев после посетата на бг: докторе газо ме боле, шо ќе да е? 
Таравари: мењај положај биди муж.",FALSE,0,NA,2017-06-21 06:45:30,FALSE,NA,"877417174012448770",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kolumbo_dick",0,FALSE,FALSE,NA,NA
"64","MoPkoB4E : Ви текнува #ж вртеше по телефони за да среди работа. Излеа #здравотаравари е #ж за сиромашни. (via Twit…… https://t.co/RMiibkAmKj",FALSE,0,NA,2017-06-21 06:23:11,TRUE,NA,"877411557747171328",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","HawaiiOlelo",0,FALSE,FALSE,NA,NA
"65","Ви текнува #ж вртеше по телефони за да среди работа. Излеа #здравотаравари е #ж за сиромашни.",FALSE,0,NA,2017-06-21 06:22:39,FALSE,NA,"877411425060233218",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MoPkoB4E",0,FALSE,FALSE,NA,NA
"66","Напаѓањето на #ЗдравоТаравари не било у ред оти бил албанец... Ма немој да ме јебеш бре",FALSE,0,NA,2017-06-21 06:20:48,FALSE,NA,"877410957684649984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MoPkoB4E",0,FALSE,FALSE,NA,NA
"67","Популизмот на #жмро е лош, популизмот на #сдсм е добар иако е популизам #здравотаравари",FALSE,0,NA,2017-06-21 06:18:53,FALSE,NA,"877410474035367938",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MoPkoB4E",0,FALSE,FALSE,NA,NA
"68","#ЗдравоТаравари
Има ли некој дежурен у #третасмена ?",FALSE,6,NA,2017-06-21 00:12:13,FALSE,NA,"877318202308653056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Carbonoxid",2,FALSE,FALSE,NA,NA
"69","@Vlatko_Werder @Golem_Ajvan пиши му на #ЗдравоТаравари",FALSE,2,"Vlatko_Werder",2017-06-21 00:07:38,FALSE,"877314395000512513","877317047482494976","2582308045","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thajoker_MK",0,FALSE,FALSE,NA,NA
"70","Топ теми: #ДоброУтро #ОнаКога #ЗдравоТаравари #Ж #третасмена #Macedonia #ЗЗ #U21EURO",FALSE,1,NA,2017-06-21 00:00:03,FALSE,NA,"877315137698500608",NA,"<a href=""http://delicon.mk/trending/"" rel=""nofollow"">TrendingMK</a>","trendingmk",0,FALSE,FALSE,NA,NA
"71","#ЗдравоТаравари
Дали е вистина тоа дека проектот за промена на пол од Систина го презедовте вие и дали први на список се Боки, Пајо и Богац?",FALSE,23,NA,2017-06-20 22:44:21,FALSE,NA,"877296088012775428",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","revolverkamata",9,FALSE,FALSE,NA,NA
"72","#ЗдравоТаравари
...да те поздравам само, толку",FALSE,6,NA,2017-06-20 21:24:40,FALSE,NA,"877276033506041857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","syfer11",1,FALSE,FALSE,NA,NA
"73","@syfer11 @VLazarevik @finodete666 Само он и хармоникашот не добија функција #ЗдравоТаравари како да испуши дечково функција од црпко?",FALSE,4,"syfer11",2017-06-20 21:22:12,FALSE,"877253374063857664","877275414443556864","4656658037","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thajoker_MK",0,FALSE,FALSE,NA,NA
"74","#ЗдравоТаравари
Дали на спомеников стварно пише Самоил Цар на Блгарија или ми требаат наочари? https://t.co/dYBfowYXGC",FALSE,28,NA,2017-06-20 21:18:38,FALSE,NA,"877274517177061377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LOshGZE",9,FALSE,FALSE,NA,NA
"75","#ЗдравоТаравари
а со баба Рада Траварката шу прајме",FALSE,4,NA,2017-06-20 21:17:46,FALSE,NA,"877274300910374913",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dedo_Mraz",3,FALSE,FALSE,NA,NA
"76","#ЗдравоТаравари Коста стигна ли до врвот?",FALSE,2,NA,2017-06-20 20:55:28,FALSE,NA,"877268685479702529",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vodacot",0,FALSE,FALSE,NA,NA
"77","#ЗдравоТаравари точно ли е дека после нејзе ништо не е исто?",FALSE,3,NA,2017-06-20 20:52:39,FALSE,NA,"877267976541663232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vodacot",0,FALSE,FALSE,NA,NA
"78","Бугарите реагираат #ЗдравоТаравари да биде тројазично
#ЗдравейтеТаравари",FALSE,2,NA,2017-06-20 20:50:57,FALSE,NA,"877267550505234432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","macedonia_life",0,FALSE,FALSE,NA,NA
"79","#ЗдравоТаравари ми рекоа дека животот без алкохол е тажен живот, дали е тоа точно?",FALSE,18,NA,2017-06-20 20:47:35,FALSE,NA,"877266703721398272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","evilblonddemon",5,FALSE,FALSE,NA,NA
"80","@thajoker_MK @trajceeeeeett @MehmetiZamir Браво бе #ЗдравоТаравари се ќе ни биде рамно",FALSE,0,"thajoker_MK",2017-06-20 20:43:15,FALSE,"877264893526855680","877265612459966464","827454523912421377","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","evilblonddemon",0,FALSE,FALSE,NA,NA
"81","#ЗдравоТаравари
Еве три ноќи месечарам...
Терапија?",FALSE,11,NA,2017-06-20 20:41:49,FALSE,NA,"877265250210467841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","syfer11",7,FALSE,FALSE,NA,NA
"82","@evilblonddemon @thajoker_MK @MehmetiZamir #ЗдравоТаравари е корисник на дробен аналгин ������������ не е тој по чаевите ������������",FALSE,2,"evilblonddemon",2017-06-20 20:39:40,FALSE,"877264435882143744","877264709833175041","1527403968","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","trajceeeeeett",0,FALSE,FALSE,NA,NA
"83","#ЗдравоТаравари попуст за на токсикологија ?
-За Петре Ш. прашувам",FALSE,2,NA,2017-06-20 20:38:43,FALSE,NA,"877264473417023488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sajber_v",1,FALSE,FALSE,NA,NA
"84","@trajceeeeeett @thajoker_MK @MehmetiZamir А #ЗдравоТаравари ќе го одобри ли чарето?",FALSE,1,"trajceeeeeett",2017-06-20 20:38:34,FALSE,"877263962949263361","877264435882143744","826900160303267842","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","evilblonddemon",0,FALSE,FALSE,NA,NA
"85","#ЗдравоТаравари Дали ке имам попуст на токсикологија ако го земам Бранко Црвенковски ?",FALSE,3,NA,2017-06-20 20:37:42,FALSE,NA,"877264215853203457",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sajber_v",1,FALSE,FALSE,NA,NA
"86","#ЗдравоТаравари Едно големо НЕ за Софијанова за директор.
Ни под разно не ја ставајте како можен кандитат!
И повфторно НЕ!",FALSE,1,NA,2017-06-20 20:36:49,FALSE,NA,"877263993710292993",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MKDArtagnan",0,FALSE,FALSE,NA,NA
"87","#ЗдравоТаравари, него одговор ако може на прашањава? https://t.co/bqcERkphRW",FALSE,0,NA,2017-06-20 20:36:48,FALSE,NA,"877263991231459328",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","InfomaxMk",0,FALSE,FALSE,NA,NA
"88","#ЗдравоТаравари сакам да закажам преглед на стоматологија за @bobihrist , да му ги проверите забите, за да не чепка со нокти меѓу заби������������������",FALSE,12,NA,2017-06-20 20:36:18,FALSE,NA,"877263865192611841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","trajceeeeeett",7,FALSE,FALSE,NA,NA
